complaint_id,complaint_text,title,category,subcategory,department,priority,severity,location_type,affected_citizens,duration_days,emergency_flag,is_crime,resolution_days,latitude,longitude,ward,address
CMP-13688,"চরম বিপর্যয় ও প্রাণনাশের আশঙ্কা Agriculture & Irrigation-এর ঘটনায়, অবিলম্বে সাহায্য পাঠান!",চরম জরুরি অবস্থা,Agriculture & Irrigation,Canal Water Siltation,Agriculture & Irrigation,CRITICAL,Critical,Industrial,1344,1,1,0,1.1,22.93027,88.45918,Ward 8,"General Hospital Gate #2, Barrackpore Trunk Road, Ward 8"
CMP-13689,Animal Husbandry & Veterinary সংক্রান্ত একটি সাধারণ অনুসন্ধান ও আবেদন।,সাধারণ আবেদন,Animal Husbandry & Veterinary,Cattle Stray Menace,Animal Husbandry & Veterinary,LOW,Low,Slum Area,26,9,0,0,5.8,22.96682,88.42655,Ward 4,"Public Library, Gandhi Marg, Ward 4"
CMP-13690,Animal Husbandry & Veterinary-এর এই সমস্যাটির কারণে এলাকায় বেশ কিছু দিন ধরে অসুবিধা হচ্ছে।,চলমান সমস্যা,Animal Husbandry & Veterinary,Cattle Stray Menace,Animal Husbandry & Veterinary,MEDIUM,Medium,Slum Area,24,21,0,0,3.6,23.01186,88.44422,Ward 15,"Municipal Market, Bazaar Street, Ward 15"
CMP-13691,"गंभीर जनहानि और स्वास्थ्य जोखिम की संभावना, Animal Husbandry & Veterinary तुरंत संज्ञान ले।",गंभीर समस्या,Animal Husbandry & Veterinary,Veterinary Clinic Shortage,Animal Husbandry & Veterinary,HIGH,High,Hospital,195,5,0,0,2.1,22.93453,88.40612,Ward 9,"General Hospital Gate #2, Rabindra Path, Ward 9"
CMP-13692,"চরম বিপর্যয় ও প্রাণনাশের আশঙ্কা Animal Husbandry & Veterinary-এর ঘটনায়, অবিলম্বে সাহায্য পাঠান!",চরম জরুরি অবস্থা,Animal Husbandry & Veterinary,Cattle Stray Menace,Animal Husbandry & Veterinary,CRITICAL,Critical,Slum Area,549,4,1,0,1.3,22.95862,88.43887,Ward 19,"Sub-Divisional Court, Ring Road, Ward 19"
CMP-13693,Consumer Affairs & Fair Price সংক্রান্ত একটি সাধারণ অনুসন্ধান ও আবেদন।,সাধারণ আবেদন,Consumer Affairs & Fair Price,Ration Shop PDS Irregularity,Consumer Affairs & Fair Price,LOW,Low,Market,50,7,0,0,5.4,22.94855,88.40457,Ward 10,"Kalyani Stadium, Station Road, Ward 10"
CMP-13694,Noticeable delay and recurring problem regarding Ration Shop PDS Irregularity affecting residents on Netaji Subhash Avenue.,Recurring Ration Shop PDS Irregularity Problem,Consumer Affairs & Fair Price,Ration Shop PDS Irregularity,Consumer Affairs & Fair Price,MEDIUM,Medium,Highway,70,7,0,0,3.8,22.99722,88.47726,Ward 16,"Water Tank #4, Netaji Subhash Avenue, Ward 16"
CMP-13695,Serious civic breakdown and public risk caused by Weight Discrepancy in Market near Public Library.,Substantial Risk: Weight Discrepancy in Market,Consumer Affairs & Fair Price,Weight Discrepancy in Market,Consumer Affairs & Fair Price,HIGH,High,Slum Area,171,7,0,0,2.4,22.96425,88.46708,Ward 12,"Public Library, Barrackpore Trunk Road, Ward 12"
CMP-13696,आपातकालीन जानलेवा संकट! Consumer Affairs & Fair Price पर तत्काल राहत और बचाव दल भेजें!,आपातकालीन संकट,Consumer Affairs & Fair Price,Weight Discrepancy in Market,Consumer Affairs & Fair Price,CRITICAL,Critical,School,1366,4,1,0,1.2,22.98052,88.43293,Ward 4,"Clock Tower Crossing, College Street, Ward 4"
CMP-13697,Social Welfare & Pensions के संबंध में सामान्य पूछताछ एवं सुधार का अनुरोध।,सामान्य पूछताछ,Social Welfare & Pensions,Disability Scheme Verification,Social Welfare & Pensions,LOW,Low,Industrial,46,1,0,0,4.9,23.01512,88.44628,Ward 19,"Public Library, Rabindra Path, Ward 19"
CMP-13698,Noticeable delay and recurring problem regarding Old Age Pension Non-Credit affecting residents on Old Court Road.,Recurring Old Age Pension Non-Credit Problem,Social Welfare & Pensions,Old Age Pension Non-Credit,Social Welfare & Pensions,MEDIUM,Medium,Industrial,195,12,0,0,3.6,22.97346,88.43809,Ward 8,"Industrial Park Gate #1, Old Court Road, Ward 8"
CMP-13699,Serious civic breakdown and public risk caused by Disability Scheme Verification near Sub-Divisional Court.,Substantial Risk: Disability Scheme Verification,Social Welfare & Pensions,Disability Scheme Verification,Social Welfare & Pensions,HIGH,High,Highway,142,8,0,0,2.1,22.99041,88.40132,Ward 3,"Sub-Divisional Court, College Street, Ward 3"
CMP-13700,"চরম বিপর্যয় ও প্রাণনাশের আশঙ্কা Social Welfare & Pensions-এর ঘটনায়, অবিলম্বে সাহায্য পাঠান!",চরম জরুরি অবস্থা,Social Welfare & Pensions,Old Age Pension Non-Credit,Social Welfare & Pensions,CRITICAL,Critical,Market,1204,4,1,0,1.3,22.98904,88.42903,Ward 1,"Kalyani Stadium, School Lane, Ward 1"
CMP-13701,Backward Classes & Tribal Welfare के संबंध में सामान्य पूछताछ एवं सुधार का अनुरोध।,सामान्य पूछताछ,Backward Classes & Tribal Welfare,Tribal Hostel Infrastructure,Backward Classes & Tribal Welfare,LOW,Low,Slum Area,19,7,0,0,5.6,22.95022,88.40985,Ward 9,"Sub-Divisional Court, Lake View Road, Ward 9"
CMP-13702,Backward Classes & Tribal Welfare की इस समस्या से स्थानीय निवासियों को कई दिनों से असुविधा हो रही है।,लगातार असुविधा,Backward Classes & Tribal Welfare,Tribal Hostel Infrastructure,Backward Classes & Tribal Welfare,MEDIUM,Medium,Highway,103,21,0,0,3.5,22.99196,88.38713,Ward 18,"Government Girls High School, College Street, Ward 18"
CMP-13703,গুরুতর জনদুর্ভোগ এবং ব্যাপক ক্ষয়ক্ষতির আশঙ্কা Backward Classes & Tribal Welfare-এর এই ত্রুটির জন্য।,গুরুতর জনদুর্ভোগ,Backward Classes & Tribal Welfare,Scholarship Disbursement,Backward Classes & Tribal Welfare,HIGH,High,Commercial,324,13,0,0,2.4,22.96142,88.42918,Ward 14,"Town Hall Complex, Netaji Subhash Avenue, Ward 14"
CMP-13704,Emergency catastrophic disaster in Backward Classes & Tribal Welfare on Kalyani Highway; human lives in immediate extreme peril!,Emergency Crisis in Backward Classes & Tribal Welfare,Backward Classes & Tribal Welfare,Scholarship Disbursement,Backward Classes & Tribal Welfare,CRITICAL,Critical,Industrial,699,1,1,0,1.0,22.95371,88.45815,Ward 6,"City Central Station, Kalyani Highway, Ward 6"
CMP-13705,Routine query and minor maintenance request regarding Pond Water Contamination on Kabi Nazrul Sarani.,Routine Pond Water Contamination,Fisheries & Aquaculture,Pond Water Contamination,Fisheries & Aquaculture,LOW,Low,Public Park,26,10,0,0,5.5,22.96543,88.43109,Ward 3,"Government Girls High School, Kabi Nazrul Sarani, Ward 3"
CMP-13706,Fisheries & Aquaculture-এর এই সমস্যাটির কারণে এলাকায় বেশ কিছু দিন ধরে অসুবিধা হচ্ছে।,চলমান সমস্যা,Fisheries & Aquaculture,Pond Water Contamination,Fisheries & Aquaculture,MEDIUM,Medium,Slum Area,91,11,0,0,3.6,22.98601,88.43212,Ward 13,"Kalyani Stadium, Market Bypass, Ward 13"
CMP-13707,Severe disruption and substantial public impact due to major failure in Pond Water Contamination on Shanti Nagar Main Road.,Major Disruption in Pond Water Contamination,Fisheries & Aquaculture,Pond Water Contamination,Fisheries & Aquaculture,HIGH,High,Slum Area,625,5,0,0,2.5,22.99926,88.44433,Ward 15,"Bus Terminus, Shanti Nagar Main Road, Ward 15"
CMP-13708,"চরম বিপর্যয় ও প্রাণনাশের আশঙ্কা Fisheries & Aquaculture-এর ঘটনায়, অবিলম্বে সাহায্য পাঠান!",চরম জরুরি অবস্থা,Fisheries & Aquaculture,Pond Water Contamination,Fisheries & Aquaculture,CRITICAL,Critical,Public Park,1221,2,1,0,1.3,22.99143,88.44186,Ward 13,"Clock Tower Crossing, Station Road, Ward 13"
CMP-13709,Forest & Wildlife Protection সংক্রান্ত একটি সাধারণ অনুসন্ধান ও আবেদন।,সাধারণ আবেদন,Forest & Wildlife Protection,Wild Animal Intrusion in Village,Forest & Wildlife Protection,LOW,Low,Industrial,50,1,0,0,5.7,22.99749,88.40854,Ward 14,"Public Library, Industrial Estate Road, Ward 14"
CMP-13710,Forest & Wildlife Protection-এর এই সমস্যাটির কারণে এলাকায় বেশ কিছু দিন ধরে অসুবিধা হচ্ছে।,চলমান সমস্যা,Forest & Wildlife Protection,Wild Animal Intrusion in Village,Forest & Wildlife Protection,MEDIUM,Medium,Commercial,196,8,0,0,3.3,22.95747,88.4584,Ward 18,"Children's Park, Station Road, Ward 18"
CMP-13711,Serious civic breakdown and public risk caused by Illegal Timber Logging near Children's Park.,Substantial Risk: Illegal Timber Logging,Forest & Wildlife Protection,Illegal Timber Logging,Forest & Wildlife Protection,HIGH,High,Commercial,513,9,0,0,1.9,22.98487,88.44306,Ward 20,"Children's Park, Ring Road, Ward 20"
CMP-13712,आपातकालीन जानलेवा संकट! Forest & Wildlife Protection पर तत्काल राहत और बचाव दल भेजें!,आपातकालीन संकट,Forest & Wildlife Protection,Illegal Timber Logging,Forest & Wildlife Protection,CRITICAL,Critical,Residential,901,1,1,0,1.5,22.97951,88.40042,Ward 5,"Water Tank #4, Ring Road, Ward 5"
CMP-13713,Food & Supplies (PDS) সংক্রান্ত একটি সাধারণ অনুসন্ধান ও আবেদন।,সাধারণ আবেদন,Food & Supplies (PDS),Defective Ration Card,Food & Supplies (PDS),LOW,Low,Residential,18,3,0,0,5.3,22.94545,88.42055,Ward 5,"Kalyani Stadium, Bazaar Street, Ward 5"
CMP-13714,Continuous citizen inconvenience caused by malfunctioning Adulterated Food Commodity near Kalyani Stadium.,Inconvenience with Adulterated Food Commodity,Food & Supplies (PDS),Adulterated Food Commodity,Food & Supplies (PDS),MEDIUM,Medium,Public Park,83,21,0,0,3.5,22.94586,88.47077,Ward 2,"Kalyani Stadium, Hospital Road, Ward 2"
CMP-13715,Severe disruption and substantial public impact due to major failure in Defective Ration Card on Lake View Road.,Major Disruption in Defective Ration Card,Food & Supplies (PDS),Defective Ration Card,Food & Supplies (PDS),HIGH,High,School,483,10,0,0,2.0,23.00865,88.46363,Ward 14,"Electricity Substation, Lake View Road, Ward 14"
CMP-13716,आपातकालीन जानलेवा संकट! Food & Supplies (PDS) पर तत्काल राहत और बचाव दल भेजें!,आपातकालीन संकट,Food & Supplies (PDS),Adulterated Food Commodity,Food & Supplies (PDS),CRITICAL,Critical,Slum Area,202,4,1,0,1.4,22.95766,88.44256,Ward 20,"City Central Station, Railway Colony Road, Ward 20"
CMP-13717,Routine query and minor maintenance request regarding Defunct Sports Complex on Old Court Road.,Routine Defunct Sports Complex,Youth Services & Sports,Defunct Sports Complex,Youth Services & Sports,LOW,Low,Hospital,41,5,0,0,5.2,22.99777,88.43215,Ward 13,"Clock Tower Crossing, Old Court Road, Ward 13"
CMP-13718,Noticeable delay and recurring problem regarding Defunct Sports Complex affecting residents on School Lane.,Recurring Defunct Sports Complex Problem,Youth Services & Sports,Defunct Sports Complex,Youth Services & Sports,MEDIUM,Medium,School,21,8,0,0,3.4,22.94441,88.37206,Ward 8,"Sub-Divisional Court, School Lane, Ward 8"
CMP-13719,গুরুতর জনদুর্ভোগ এবং ব্যাপক ক্ষয়ক্ষতির আশঙ্কা Youth Services & Sports-এর এই ত্রুটির জন্য।,গুরুতর জনদুর্ভোগ,Youth Services & Sports,Defunct Sports Complex,Youth Services & Sports,HIGH,High,Highway,361,8,0,0,2.0,23.00282,88.42393,Ward 14,"Electricity Substation, Netaji Subhash Avenue, Ward 14"
CMP-13720,"চরম বিপর্যয় ও প্রাণনাশের আশঙ্কা Youth Services & Sports-এর ঘটনায়, অবিলম্বে সাহায্য পাঠান!",চরম জরুরি অবস্থা,Youth Services & Sports,Defunct Sports Complex,Youth Services & Sports,CRITICAL,Critical,Public Park,117,1,1,0,1.2,22.99139,88.47914,Ward 13,"Children's Park, Hospital Road, Ward 13"
CMP-13721,Bicycle lock was tampered with near Clock Tower Crossing but bicycle is intact.,Tampered Lock Inquiry,Police & Law Enforcement,Theft / Burglary,Police & Law Enforcement,LOW,Low,Commercial,25,4,0,1,3.6,22.95069,88.38544,Ward 19,"Clock Tower Crossing, Barrackpore Trunk Road, Ward 19"
CMP-13722,কালকে Community Health Center-এর সামনে থেকে আমার সাইকেলটি চুরি হয়ে গেছে।,সাইকেল চুরির অভিযোগ,Police & Law Enforcement,Theft / Burglary,Police & Law Enforcement,MEDIUM,Medium,Industrial,106,21,0,1,2.6,23.03172,88.43871,Ward 6,"Community Health Center, Bazaar Street, Ward 6"
CMP-13723,Children's Park के व्यापारियों से असामाजिक तत्व जबरन वसूली कर रहे हैं और धमकियां दे रहे हैं।,जबरन वसूली की शिकायत,Police & Law Enforcement,Extortion / Threat,Police & Law Enforcement,HIGH,High,Commercial,319,14,0,1,1.1,22.99908,88.4313,Ward 10,"Children's Park, Kalyani Highway, Ward 10"
CMP-13724,Someone is attacking a person right now with lethal weapons on Station Road. Bloodshed and life in grave danger!,Active Violent Assault in Progress,Police & Law Enforcement,Physical Assault,Police & Law Enforcement,CRITICAL,Critical,Residential,1131,3,1,1,0.7,22.99736,88.44236,Ward 6,"Public Library, Station Road, Ward 6"
CMP-13725,"ব্যাংক ওটিপি চেয়ে একটি সন্দেহজনক মেসেজ পেয়েছি, তবে আমি কোনও তথ্য দিইনি।",সন্দেহজনক ফিশিং মেসেজ,Cyber Crime,Phishing / Scam Calls,Cyber Crime,LOW,Low,Hospital,47,4,0,1,4.2,22.96688,88.45053,Ward 10,"Municipal Market, Old Court Road, Ward 10"
CMP-13726,ফেসবুকে আমার ছবি ব্যবহার করে কেউ একটি নকল অ্যাকাউন্ট খুলেছে।,নকল সোশ্যাল মিডিয়া প্রোফাইল,Cyber Crime,Account Hacking,Cyber Crime,MEDIUM,Medium,Industrial,138,7,0,1,2.9,22.98155,88.45734,Ward 18,"Children's Park, Rabindra Path, Ward 18"
CMP-13727,"Unauthorized fraudulent net banking transfers totaling ₹80,000 drained from savings account.","Unauthorized Bank Transfer ₹80,000",Cyber Crime,Net Banking Fraud,Cyber Crime,HIGH,High,School,357,9,0,1,1.7,22.97947,88.34961,Ward 8,"City Central Station, Shanti Nagar Main Road, Ward 8"
CMP-13728,Large ongoing cyber heist: over ₹10 Lakhs actively being siphoned from corporate payroll account right now! Freeze accounts immediately!,Emergency Live Cyber Heist in Progress,Cyber Crime,Net Banking Fraud,Cyber Crime,CRITICAL,Critical,Commercial,575,4,1,1,0.9,22.9941,88.42424,Ward 12,"Industrial Park Gate #1, School Lane, Ward 12"
CMP-13729,"महिला केंद्र के पास स्ट्रीट लाइट धीमी है, अतिरिक्त प्रकाश की व्यवस्था की जाए।",महिला केंद्र के पास प्रकाश की मांग,Women & Child Safety,Street Harassment / Eve Teasing,Women & Child Safety,LOW,Low,Commercial,10,6,0,1,2.5,22.94896,88.45908,Ward 4,"Public Library, Temple Road, Ward 4"
CMP-13730,স্কুল ছুটির সময় Electricity Substation-এর সামনে কিছু বখাটে ছেলে দাঁড়িয়ে অযথা ভিড় করছে।,স্কুলের সামনে বখাটেদের উপদ্রব,Women & Child Safety,Street Harassment / Eve Teasing,Women & Child Safety,MEDIUM,Medium,Slum Area,149,19,0,1,1.8,22.99564,88.39084,Ward 19,"Electricity Substation, Shanti Nagar Main Road, Ward 19"
CMP-13731,বাড়ি ফেরার পথে Lake View Road-এ একজন নারীকে ক্রমাগত অনুসরণ ও হেনস্থা করা হচ্ছে।,নারীকে ক্রমাগত অনুসরণ ও হেনস্থা,Women & Child Safety,Stalking,Women & Child Safety,HIGH,High,Residential,187,13,0,1,1.0,22.968,88.42699,Ward 10,"Municipal Market, Lake View Road, Ward 10"
CMP-13732,A woman is being physically attacked right now on Shanti Nagar Main Road! Urgent police and emergency rescue needed immediately!,Woman Under Active Physical Attack,Women & Child Safety,Street Harassment / Eve Teasing,Women & Child Safety,CRITICAL,Critical,Slum Area,594,2,1,1,0.5,22.96635,88.45524,Ward 16,"Community Health Center, Shanti Nagar Main Road, Ward 16"
CMP-13733,Ring Road पर स्पीड ब्रेकर का सफेद पेंट हल्का पड़ गया है।,स्पीड ब्रेकर पेंट की मरम्मत,Traffic & Road Safety,Missing Road Signage,Traffic & Road Safety,LOW,Low,Residential,33,4,0,0,4.0,23.01943,88.4461,Ward 17,"Government Girls High School, Ring Road, Ward 17"
CMP-13734,General Hospital Gate #2 মোড়ে সিগন্যাল টাইমার ঠিকমতো কাজ না করায় যানজট তৈরি হচ্ছে।,সিগন্যাল টাইমার সমস্যা,Traffic & Road Safety,Traffic Congestion,Traffic & Road Safety,MEDIUM,Medium,Public Park,30,6,0,0,2.8,22.99767,88.3977,Ward 16,"General Hospital Gate #2, Kabi Nazrul Sarani, Ward 16"
CMP-13735,"Main traffic light completely failed at busy Sub-Divisional Court intersection, vehicles crossing blindly and accidents occurring.",Major Intersection Signal Outage,Traffic & Road Safety,Traffic Signal Failure,Traffic & Road Safety,HIGH,High,Commercial,261,11,0,0,1.7,22.97197,88.46814,Ward 11,"Sub-Divisional Court, Netaji Subhash Avenue, Ward 11"
CMP-13736,"Massive multi-vehicle collision on highway near Bus Terminus; fuel leaking from tanker onto road, explosion imminent!",Massive Highway Collision & Fuel Leak Hazard,Traffic & Road Safety,Dangerous / Rash Driving,Traffic & Road Safety,CRITICAL,Critical,Slum Area,478,4,1,0,1.0,22.98625,88.41926,Ward 18,"Bus Terminus, Netaji Subhash Avenue, Ward 18"
CMP-13737,"आवासीय कॉलोनी की शांत सड़क पर एक छोटा सा गड्ढा है, कोई तत्काल खतरा नहीं है।",कॉलोनी की सड़क पर छोटा गड्ढा,Roads & Public Works,Pothole / Crater,Roads & Public Works,LOW,Low,Public Park,1,8,0,0,6.7,23.01693,88.45889,Ward 3,"Government Girls High School, College Street, Ward 3"
CMP-13738,Market Bypass पर सड़क उखड़ गई है और गड्ढों से वाहनों की गति धीमी हो रही है।,सड़क पर गड्ढे और परेशानी,Roads & Public Works,Pothole / Crater,Roads & Public Works,MEDIUM,Medium,Public Park,172,15,0,0,4.2,22.99189,88.44844,Ward 11,"General Hospital Gate #2, Market Bypass, Ward 11"
CMP-13739,व्यस्त सड़क पर बड़े गड्ढे के कारण वाहन अचानक ब्रेक लगा रहे हैं और दुर्घटना की संभावना बढ़ गई है।,व्यस्त सड़क पर जानलेवा गड्ढा,Roads & Public Works,Pothole / Crater,Roads & Public Works,HIGH,High,Slum Area,388,14,0,0,2.8,23.0028,88.46161,Ward 2,"Clock Tower Crossing, Temple Road, Ward 2"
CMP-13740,"पुल के खंभे में भारी दरार आ गई है और पुल हिल रहा है, तत्काल यातायात रोकें!",पुल टूटने का गंभीर खतरा,Roads & Public Works,Damaged Bridge / Flyover,Roads & Public Works,CRITICAL,Critical,School,302,4,1,0,1.5,22.99105,88.42442,Ward 8,"City Central Station, Rabindra Path, Ward 8"
CMP-13741,Small puddle beside roadside garden curb on Railway Colony Road after watering plants.,Minor Roadside Water Puddle,Drainage & Sewerage,Waterlogging / Stagnant Water,Drainage & Sewerage,LOW,Low,Residential,12,4,0,0,5.3,22.96826,88.43209,Ward 13,"Bus Terminus, Railway Colony Road, Ward 13"
CMP-13742,Drain blockage causing minor waterlogging during rains on Gandhi Marg.,Blocked Neighborhood Storm Drain,Drainage & Sewerage,Blocked / Clogged Drain,Drainage & Sewerage,MEDIUM,Medium,Industrial,64,4,0,0,3.2,22.99651,88.36482,Ward 17,"Post Office Square, Gandhi Marg, Ward 17"
CMP-13743,सीवर का गंदा पानी पूरे आवासीय क्षेत्र में भर गया है जिससे बीमारी फैलने का खतरा है।,गंभीर सीवर ओवरफ्लो,Drainage & Sewerage,Sewage Water Overflow,Drainage & Sewerage,HIGH,High,Highway,762,2,0,0,2.8,23.01255,88.42747,Ward 5,"Community Health Center, Old Court Road, Ward 5"
CMP-13744,"Open deep sewer manhole submerged under flooded water on Temple Road; pedestrian already slipped, save them now!",Submerged Open Manhole Drowning Hazard,Drainage & Sewerage,Open / Missing Manhole,Drainage & Sewerage,CRITICAL,Critical,Industrial,206,3,1,0,1.3,22.98257,88.41927,Ward 1,"Government Girls High School, Temple Road, Ward 1"
CMP-13745,इस सप्ताह एक बार हमारे मोहल्ले से कचरा उठाने वाली गाड़ी नहीं आई।,कचरा गाड़ी नहीं आई,Solid Waste Management,Missed Door-to-Door Collection,Solid Waste Management,LOW,Low,Highway,3,2,0,0,4.0,22.9714,88.43164,Ward 3,"Town Hall Complex, Ring Road, Ward 3"
CMP-13746,আমাদের আবাসিক এলাকার ডাস্টবিনে গত কয়েকদিন ধরে আবর্জনা জমে আছে।,ডাস্টবিনে আবর্জনার স্তূপ,Solid Waste Management,Overflowing Garbage Vat / Bin,Solid Waste Management,MEDIUM,Medium,Market,19,6,0,0,2.6,22.94216,88.43499,Ward 14,"Clock Tower Crossing, Old Court Road, Ward 14"
CMP-13747,Large decomposing dead animal carcass rotting on Lake View Road causing unbearable stench and flies.,Decomposing Carcass in Public Road,Solid Waste Management,Dead Animal Carcass Removal,Solid Waste Management,HIGH,High,Industrial,181,4,0,0,1.7,22.97822,88.4286,Ward 9,"Clock Tower Crossing, Lake View Road, Ward 9"
CMP-13748,"Massive illegal dump of infected hospital biomedical waste, blood bags, and discarded syringes next to drinking water tank on Gandhi Marg!",Illegal Biomedical Biohazard Dump,Solid Waste Management,Hazardous Biomedical Waste,Solid Waste Management,CRITICAL,Critical,Industrial,485,2,1,0,1.1,22.96616,88.43968,Ward 6,"Community Health Center, Gandhi Marg, Ward 6"
CMP-13749,One streetlight near my house has stopped working on Railway Colony Road. There is no immediate danger.,Single Streetlight Not Working,Street Lighting & Electrical,Streetlight Completely Off,Street Lighting & Electrical,LOW,Low,Commercial,9,1,0,0,4.7,22.97302,88.43936,Ward 20,"Children's Park, Railway Colony Road, Ward 20"
CMP-13750,Several streetlights in our neighborhood have been broken for a week on Netaji Subhash Avenue.,Multiple Streetlights Off for a Week,Street Lighting & Electrical,Streetlight Completely Off,Street Lighting & Electrical,MEDIUM,Medium,Public Park,68,11,0,0,2.8,23.00593,88.42756,Ward 10,"Government Girls High School, Netaji Subhash Avenue, Ward 10"
CMP-13751,"Severely leaning street light pole damaged by truck, hanging precariously over footpath on Industrial Estate Road.",Leaning Pole Over Footpath,Street Lighting & Electrical,Damaged / Leaning Electric Pole,Street Lighting & Electrical,HIGH,High,Industrial,247,5,0,0,2.1,22.97241,88.41251,Ward 12,"Government Girls High School, Industrial Estate Road, Ward 12"
CMP-13752,Electric pole sparking violently in waterlogged pool near school on Kabi Nazrul Sarani; children walking close by!,Violently Sparking Pole in Water,Street Lighting & Electrical,Exposed Junction Box,Street Lighting & Electrical,CRITICAL,Critical,Industrial,249,2,1,0,1.1,22.96738,88.44951,Ward 8,"Children's Park, Kabi Nazrul Sarani, Ward 8"
CMP-13753,"বিদ্যুৎ মিটারের স্ক্রিন কিছুটা ঝাপসা দেখাচ্ছে, পরীক্ষা করার আবেদন।",মিটার স্ক্রিন সমস্যা,Electricity & Power,Defective Meter,Electricity & Power,LOW,Low,Highway,44,5,0,0,2.8,22.97513,88.42251,Ward 5,"Water Tank #4, Old Court Road, Ward 5"
CMP-13754,Unscheduled power outage for 6 hours without prior notice on Temple Road.,Unannounced 6-Hour Power Cut,Electricity & Power,Prolonged Blackout,Electricity & Power,MEDIUM,Medium,Hospital,143,15,0,0,1.9,22.96117,88.41966,Ward 10,"Post Office Square, Temple Road, Ward 10"
CMP-13755,ट्रांसफार्मर बहुत ज्यादा गर्म हो रहा है और उसमें से तेल टपक रहा है।,ट्रांसफार्मर ओवरहीटिंग,Electricity & Power,Transformer Sparking / Overheating,Electricity & Power,HIGH,High,Public Park,227,6,0,0,1.3,22.94082,88.44191,Ward 14,"City Central Station, Ring Road, Ward 14"
CMP-13756,"हाई टेंशन 11KV बिजली का तार टूटकर सड़क पर गिरा है, तुरंत बिजली सप्लाई बंद करें!",हाई टेंशन तार टूटने का खतरा,Electricity & Power,Open Live Wire / Electrical Hazard,Electricity & Power,CRITICAL,Critical,Highway,366,1,1,0,1.0,22.98202,88.45422,Ward 8,"Bus Terminus, Lake View Road, Ward 8"
CMP-13757,सामुदायिक भवन के लिए नियमित अग्नि सुरक्षा निरीक्षण का अनुरोध।,फायर सेफ्टी ऑडिट अनुरोध,Fire & Emergency Services,Residential Structure Fire,Fire & Emergency Services,LOW,Low,Hospital,41,4,0,0,2.0,23.00591,88.48075,Ward 19,"Town Hall Complex, Kalyani Highway, Ward 19"
CMP-13758,"রাস্তার ফায়ার হাইড্রেন্ট কাদায় ঢেকে অকেজো হয়ে আছে, মেরামতের প্রয়োজন।",ফায়ার হাইড্রেন্ট মেরামত,Fire & Emergency Services,Residential Structure Fire,Fire & Emergency Services,MEDIUM,Medium,Market,74,14,0,0,1.0,22.95704,88.45359,Ward 3,"Town Hall Complex, College Street, Ward 3"
CMP-13759,"College Street-এ বন্ধ গোডাউন থেকে তীব্র রান্নার গ্যাসের গন্ধ বের হচ্ছে, বিস্ফোরণের ঝুঁকি।",তীব্র গ্যাস লিক গন্ধ,Fire & Emergency Services,LPG Cylinder Leak / Blast,Fire & Emergency Services,HIGH,High,Highway,463,7,0,0,0.9,22.99439,88.48123,Ward 19,"Children's Park, College Street, Ward 19"
CMP-13760,Active fire! 3-story residential building fully ablaze on School Lane with families trapped on terrace! Send fire engines immediately!,Active Multi-Story Residential Fire,Fire & Emergency Services,Residential Structure Fire,Fire & Emergency Services,CRITICAL,Critical,Highway,808,2,1,0,0.5,22.98565,88.40949,Ward 8,"Town Hall Complex, School Lane, Ward 8"
CMP-13761,Minor drip from public water standpost tap on Green Park Avenue. Needs washer replacement.,Dripping Public Standpost Tap,Water Supply,Pipeline Burst / Leakage,Water Supply,LOW,Low,Commercial,27,5,0,0,5.3,22.96659,88.42629,Ward 9,"Water Tank #4, Green Park Avenue, Ward 9"
CMP-13762,सुबह के समय पानी का दबाव बहुत कम रहता है जिससे परेशानी हो रही है।,पानी का कम दबाव,Water Supply,Low Pressure / No Supply,Water Supply,MEDIUM,Medium,Highway,78,15,0,0,3.0,22.95888,88.41576,Ward 6,"Kalyani Stadium, Railway Colony Road, Ward 6"
CMP-13763,"পানীয় জলের লাইনে নর্দমার নোংরা জল মিশে দুর্গন্ধযুক্ত জল আসছে, অনেকেই অসুস্থ।",পানীয় জলে নর্দমার বিষাক্ত জল,Water Supply,Contaminated / Muddy Water,Water Supply,HIGH,High,Highway,453,8,0,0,1.9,22.94086,88.41437,Ward 8,"Bus Terminus, Kalyani Highway, Ward 8"
CMP-13764,"পানীয় জলে বিষাক্ত দূষণের ফলে এলাকায় কলেরার প্রাদুর্ভাব, শিশুরা আশঙ্কাজনক অবস্থায় ভর্তি!",পানীয় জলে ভয়াবহ ডায়রিয়া প্রাদুর্ভাব,Water Supply,Contaminated / Muddy Water,Water Supply,CRITICAL,Critical,School,270,3,1,0,1.5,22.99339,88.45715,Ward 5,"Water Tank #4, Lake View Road, Ward 5"
CMP-13765,Public Health & Sanitation সংক্রান্ত একটি সাধারণ অনুসন্ধান ও আবেদন।,সাধারণ আবেদন,Public Health & Sanitation,Mosquito Breeding & Dengue Risk,Public Health & Sanitation,LOW,Low,Industrial,32,10,0,0,5.7,23.02085,88.38971,Ward 10,"Children's Park, Lake View Road, Ward 10"
CMP-13766,Noticeable delay and recurring problem regarding Mosquito Breeding & Dengue Risk affecting residents on Old Court Road.,Recurring Mosquito Breeding & Dengue Risk Problem,Public Health & Sanitation,Mosquito Breeding & Dengue Risk,Public Health & Sanitation,MEDIUM,Medium,Slum Area,35,8,0,0,3.3,22.95491,88.42226,Ward 14,"Town Hall Complex, Old Court Road, Ward 14"
